DATE,PRE_CLOSE,OPEN,HIGH,LOW,CLOSE,VOLUME,AMT,DEALNUM,PCT_CHG,SWING,VWAP,ADJFACTOR,TURN,TRADE_STATUS,SUSP_REASON,MAXUPORDOWN
2005-01-04,1.5736346406,1.5736346406,1.5736346406,1.54259177213,1.55691924988,1760832.0,11465602.9,,-1.062215478,1.97268588771,1.55488211019,25.015359,0.124938237566,交易,,0
2005-01-05,1.55691924988,1.55691924988,1.56408298876,1.51632472957,1.54259177213,3222144.0,20718558.6,,-0.920245398773,3.06748466258,1.53544083046,25.015359,0.228624305183,交易,,0
2005-01-06,1.54259177213,1.55214342396,1.5736346406,1.54020385917,1.55691924988,2666413.0,17333840.1,,0.928792569659,2.16718266254,1.55233646927,25.015359,0.189192916101,交易,,0
2005-01-07,1.55691924988,1.57124672764,1.57602255356,1.54259177213,1.55453133692,1886151.0,12302853.2,,-0.153374233129,2.1472392638,1.55757108527,25.015359,0.133830133553,交易,,0
2005-01-10,1.55453133692,1.55453133692,1.5736346406,1.52110055549,1.5736346406,2632055.0,17111498.0,,1.22887864823,3.37941628264,1.55242834357,25.015359,0.186755075372,交易,,0
2005-01-11,1.5736346406,1.5736346406,1.5736346406,1.5736346406,1.5736346406,0.0,0.0,,0.0,0.0,,25.015359,0.0,停牌一天,召开股东大会,0
2005-01-12,1.5736346406,1.57602255356,1.57841046652,1.54497968509,1.55930716284,1638669.0,10672635.2,,-0.910470409712,2.12443095599,1.55524537969,25.015359,0.116270272697,交易,,0
2005-01-13,1.55930716284,1.55930716284,1.57602255356,1.55214342396,1.56885881468,1600774.0,10504590.4,,0.612557427259,1.53139356815,1.56699493839,25.015359,0.113581467342,交易,,0
2005-01-14,1.56885881468,1.57124672764,1.57602255356,1.549755511,1.55214342396,1604770.0,10476658.1,,-1.06544901065,1.67427701674,1.55893664849,25.015359,0.113864999897,交易,,0
2005-01-17,1.55214342396,1.54497968509,1.54497968509,1.48289394813,1.49244559997,3171407.0,20039970.6,,-3.84615384615,4.0,1.50891088759,25.015359,0.225024307365,交易,,0
2005-01-18,1.49244559997,1.49244559997,1.50199725181,1.46856647037,1.48528186109,2591786.0,16109619.6,,-0.48,2.24,1.48424173225,25.015359,0.183897824999,交易,,0
2005-01-19,1.48528186109,1.48528186109,1.49244559997,1.46856647037,1.47095438333,1685394.0,10416562.6,,-0.96463022508,1.6077170418,1.47584747724,25.015359,0.119585602695,交易,,0
2005-01-20,1.47095438333,1.47095438333,1.47095438333,1.42797195005,1.43513568893,3948938.0,23815008.5,,-2.43506493506,2.92207792208,1.44008762453,25.015359,0.280193314285,交易,,0
2005-01-21,1.43513568893,1.43274777597,1.55214342396,1.39692908157,1.53065220733,10037864.0,62408193.1,,6.65557404326,10.8153078203,1.4846319208,25.015359,0.712227536238,交易,,0
2005-01-24,1.53065220733,1.57602255356,1.58796211836,1.52348846845,1.54497968509,6458370.0,41761044.3,,0.936037441498,4.21216848674,1.54406977155,25.015359,0.458247785905,交易,,0
2005-01-25,1.54497968509,1.54020385917,1.54259177213,1.49722142589,1.50677307773,3500183.0,22142393.8,,-2.47295208655,2.93663060278,1.51060984866,25.015359,0.24835231026,交易,,0
2005-01-26,1.50677307773,1.50438516477,1.54259177213,1.49005768701,1.50438516477,2537556.0,16124241.7,,-0.158478605388,3.48652931854,1.51733737993,25.015359,0.180049984533,交易,,0
2005-01-27,1.50438516477,1.50199725181,1.50438516477,1.45901481853,1.46617855741,2525015.0,15671761.8,,-2.53968253968,3.01587301587,1.48208240772,25.015359,0.179160149252,交易,,0
2005-01-28,1.46617855741,1.46379064445,1.47573020925,1.44468734077,1.47334229629,2331278.0,14212959.0,,0.488599348534,2.11726384365,1.45582418722,25.015359,0.165413716128,交易,,0
2005-01-31,1.47334229629,1.46856647037,1.46856647037,1.43991151485,1.44707525373,1857816.0,11288374.3,,-1.78282009724,1.94489465154,1.45093245444,25.015359,0.131819649326,交易,,0
2005-02-01,1.44707525373,1.44946316669,1.47811812221,1.44707525373,1.45423899261,2126785.0,13006364.0,,0.49504950495,2.14521452145,1.46032933077,25.015359,0.150904100779,交易,,0
2005-02-02,1.45423899261,1.45662690557,1.53065220733,1.45423899261,1.52826429437,5696657.0,35957946.9,,5.09031198686,5.25451559934,1.50727781953,25.015359,0.404201130829,交易,,0
2005-02-03,1.52826429437,1.52826429437,1.53781594621,1.50438516477,1.50677307773,4140780.0,26337392.3,,-1.40625,2.1875,1.51882979546,25.015359,0.293805289403,交易,,0
2005-02-04,1.50677307773,1.50438516477,1.609453335,1.49005768701,1.57602255356,8917972.0,58460210.8,,4.59587955626,7.92393026941,1.56535471305,25.015359,0.632766615069,交易,,0
2005-02-16,1.57602255356,1.57602255356,1.59512585724,1.55930716284,1.5736346406,4231699.0,27970435.2,,-0.151515151515,2.27272727273,1.57834866585,25.015359,0.300256364588,交易,,0
2005-02-17,1.5736346406,1.57602255356,1.5855742054,1.55453133692,1.56647090172,3027991.0,19839009.6,,-0.455235204856,1.97268588771,1.56453001797,25.015359,0.214848355156,交易,,0
2005-02-18,1.56647090172,1.57124672764,1.59512585724,1.56408298876,1.57602255356,3964630.0,26213869.3,,0.609756097561,1.98170731707,1.57887213263,25.015359,0.281306725913,交易,,0
2005-02-21,1.57602255356,1.58318629244,1.61661707388,1.58318629244,1.60228959612,6460861.0,43335847.2,,1.66666666667,2.12121212121,1.6016786487,25.015359,0.458424532551,交易,,0
2005-02-22,1.60228959612,1.60228959612,1.61422916092,1.57602255356,1.609453335,7842572.0,52460968.3,,0.447093889717,2.38450074516,1.59733600272,25.015359,0.556462583407,交易,,0
2005-02-23,1.609453335,1.609453335,1.61661707388,1.57841046652,1.59273794428,5119877.0,34215336.9,,-1.03857566766,2.37388724036,1.59580486821,25.015359,0.363276229042,交易,,0
2005-02-24,1.59273794428,1.59512585724,1.59512585724,1.56885881468,1.58318629244,4987234.0,32969255.1,,-0.599700149925,1.64917541229,1.57858467305,25.015359,0.353864665278,交易,,0
2005-02-25,1.58318629244,1.58318629244,1.61422916092,1.58318629244,1.5855742054,5657898.0,37865715.8,,0.150829562594,1.96078431373,1.59812060056,25.015359,0.401451021136,交易,,0
2005-02-28,1.5855742054,1.5855742054,1.58796211836,1.53781594621,1.54736759804,5158778.0,33546810.3,,-2.40963855422,3.16265060241,1.55282632981,25.015359,0.366036414215,交易,,0
2005-03-01,1.54736759804,1.54736759804,1.55214342396,1.52348846845,1.52826429437,3363695.0,21592545.5,,-1.23456790123,1.85185185185,1.53287141782,25.015359,0.238667928008,交易,,0
2005-03-02,1.52826429437,1.52826429437,1.54497968509,1.51871264253,1.52348846845,3079848.0,19739123.3,,-0.3125,1.71875,1.53044268243,25.015359,0.218527821559,交易,,0
2005-03-03,1.52348846845,1.52348846845,1.54020385917,1.51632472957,1.53781594621,1779976.0,11399016.2,,0.940438871473,1.56739811912,1.52922615331,25.015359,0.126296582724,交易,,0
2005-03-04,1.53781594621,1.53781594621,1.53781594621,1.51154890365,1.51871264253,2176119.0,13861124.4,,-1.24223602484,1.70807453416,1.52101785767,25.015359,0.154404550005,交易,,0
2005-03-07,1.51871264253,1.51154890365,1.52348846845,1.48766977405,1.49005768701,3173417.0,19970363.0,,-1.88679245283,2.35849056604,1.50271737444,25.015359,0.225166925092,交易,,0
2005-03-08,1.49005768701,1.52348846845,1.52348846845,1.49244559997,1.51632472957,4561920.0,28709799.1,,1.76282051282,2.08333333333,1.50279928952,25.015359,0.323686896148,交易,,0
2005-03-09,1.51632472957,1.51871264253,1.52348846845,1.49005768701,1.50199725181,4356118.0,27405674.3,,-0.944881889764,2.20472440945,1.50230927714,25.015359,0.309084401891,交易,,0
2005-03-10,1.50199725181,1.49960933885,1.49960933885,1.46379064445,1.47095438333,4114598.0,25487680.5,,-2.06677265501,2.38473767886,1.47918126108,25.015359,0.291947569339,交易,,0
2005-03-11,1.47095438333,1.45662690557,1.47334229629,1.45185107965,1.46140273149,3626511.0,22164102.2,,-0.649350649351,1.46103896104,1.45941779548,25.015359,0.257315798926,交易,,0
2005-03-14,1.46140273149,1.46140273149,1.47334229629,1.43752360189,1.45185107965,3693345.0,22469620.1,,-0.653594771242,2.45098039216,1.45276157634,25.015359,0.262057944781,交易,,0
2005-03-15,1.45185107965,1.45662690557,1.46856647037,1.42319612413,1.43035986301,4332940.0,26068269.2,,-1.48026315789,3.125,1.43664019963,25.015359,0.307439827922,交易,,0
2005-03-16,1.43035986301,1.43035986301,1.43274777597,1.40886864637,1.41603238525,3200931.0,19019883.5,,-1.00166944908,1.6694490818,1.41889426252,25.015359,0.227119156008,交易,,0
2005-03-17,1.41603238525,1.41842029821,1.43991151485,1.41603238525,1.42558403709,2874931.0,17202351.1,,0.674536256324,1.68634064081,1.42882445294,25.015359,0.203988121675,交易,,0
2005-03-18,1.42558403709,1.43274777597,1.44468734077,1.40886864637,1.41603238525,3211023.0,19121018.1,,-0.670016750419,2.51256281407,1.42195577323,25.015359,0.227835224715,交易,,0
2005-03-21,1.41603238525,1.41603238525,1.43274777597,1.40886864637,1.41842029821,1841032.0,10936012.3,,0.168634064081,1.68634064081,1.41845690359,25.015359,0.130628755829,交易,,0
2005-03-22,1.41842029821,1.43035986301,1.43274777597,1.31574004093,1.32290377981,5236209.0,29748204.7,,-6.73400673401,8.24915824916,1.35663270007,25.015359,0.371530460594,交易,,0
2005-03-23,1.32290377981,1.32290377981,1.33245543165,1.27514552061,1.27992134653,5965876.0,32514007.6,,-3.24909747292,4.3321299639,1.30141189874,25.015359,0.423303320804,交易,,0
2005-03-24,1.27992134653,1.28230925949,1.30141256317,1.27036969469,1.28947299837,5310820.0,28537970.8,,0.746268656716,2.42537313433,1.28315759758,25.015359,0.37682441643,交易,,0
2005-03-25,1.28947299837,1.28947299837,1.29902465021,1.27514552061,1.28947299837,2548895.0,13743519.8,,0.0,1.85185185185,1.28755123478,25.015359,0.180854532994,交易,,0
2005-03-28,1.28947299837,1.28469717245,1.28947299837,1.25126639101,1.26559386877,2745045.0,14545215.4,,-1.85185185185,2.96296296296,1.26528739452,25.015359,0.194772178345,交易,,0
2005-03-29,1.26559386877,1.26559386877,1.28230925949,1.26081804285,1.26559386877,1924809.0,10245726.4,,0.0,1.69811320755,1.27108211021,25.015359,0.136573076882,交易,,0
2005-03-30,1.26559386877,1.26559386877,1.26559386877,1.20589604477,1.21783560957,4233671.0,21780401.9,,-3.77358490566,4.71698113208,1.2284776963,25.015359,0.30039628606,交易,,0
2005-03-31,1.21783560957,1.21544769661,1.24887847805,1.20828395773,1.24410265213,3408518.0,17553914.0,,2.1568627451,3.33333333333,1.22977841802,25.015359,0.241848303321,交易,,0
2005-04-01,1.24410265213,1.24171473917,1.36827412605,1.22261143549,1.33723125757,7004655.0,38229996.3,,7.48560460653,11.7082533589,1.30327480259,25.015359,0.497008942625,交易,,0
2005-04-04,1.33723125757,1.31812795389,1.33245543165,1.27992134653,1.29424882429,5368979.0,29392985.0,,-3.21428571429,3.92857142857,1.30728560892,25.015359,0.380951035528,交易,,0
2005-04-05,1.29424882429,1.29424882429,1.33961917053,1.28947299837,1.31096421501,4510296.0,24840490.9,,1.29151291513,3.87453874539,1.31514495172,25.015359,0.320023962049,交易,,0
2005-04-06,1.31096421501,1.31335212797,1.35394664829,1.28947299837,1.33961917053,5285188.0,29248052.5,,2.18579234973,4.91803278689,1.32146299465,25.015359,0.375005721117,交易,,0
2005-04-07,1.33961917053,1.36111038717,1.47334229629,1.36111038717,1.47334229629,25041593.0,152371698.2,,9.98217468806,8.37789661319,1.45298405281,25.015359,1.77680351974,交易,,1
2005-04-08,1.47334229629,1.50199725181,1.6213928998,1.47573020925,1.6213928998,49716401.0,320033427.3,,10.0486223663,9.88654781199,1.5371425793,25.015359,3.52758214246,交易,,1
2005-04-11,1.6213928998,1.62378081276,1.7646676774,1.58079837948,1.6572115942,55705101.0,390768305.4,,2.20913107511,11.3402061856,1.6751081751,25.015359,3.95250491949,交易,,0
2005-04-12,1.6572115942,1.64288411644,1.65004785532,1.58079837948,1.5855742054,29134874.0,196698219.2,,-4.32276657061,4.17867435159,1.61215122065,25.015359,2.06723856068,交易,,0
